Date,Open,High,Low,Close,Adj Close,Volume
2019-03-19,300.049988,306.200012,299.000000,302.750000,302.750000,1955315
2019-03-20,302.899994,304.700012,299.850006,303.450012,303.450012,1777827
2019-03-22,304.049988,306.299988,297.000000,298.100006,298.100006,1756380
2019-03-25,294.899994,295.000000,292.399994,293.799988,293.799988,2288397
2019-03-26,294.049988,305.950012,294.049988,303.299988,303.299988,2237048
2019-03-27,305.000000,310.700012,304.299988,308.049988,308.049988,2323321
2019-03-28,310.000000,319.899994,309.149994,318.399994,318.399994,2524781
2019-04-01,322.000000,327.500000,321.200012,322.799988,322.799988,1131983
2019-04-02,323.500000,330.500000,321.899994,328.549988,328.549988,1270507
2019-04-03,330.299988,332.649994,319.549988,320.649994,320.649994,1202674
2019-04-04,320.750000,325.549988,318.549988,321.700012,321.700012,1046914
2019-04-05,323.600006,323.600006,314.649994,317.000000,317.000000,1136364
2019-04-08,318.799988,319.299988,311.250000,312.799988,312.799988,757492
2019-04-09,313.549988,315.950012,308.100006,315.149994,315.149994,1568338
2019-04-10,315.149994,317.250000,310.500000,311.200012,311.200012,864801
2019-04-11,311.200012,315.000000,308.950012,314.700012,314.700012,815753
2019-04-12,314.500000,316.500000,311.500000,315.299988,315.299988,655701
2019-04-15,315.299988,318.500000,314.100006,315.649994,315.649994,584068
2019-04-16,316.149994,319.299988,314.950012,315.799988,315.799988,843477
2019-04-18,315.899994,315.899994,308.100006,310.899994,310.899994,708133
